order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,shipping_days,returned,order_value
O2025772,2025-04-13,C1028,consumer,vip,east,norrkoping,home,kitchen,card,direct,1,92.39,0.07,5,No,85.92269999999999
O2025773,2025-06-18,C1061,small business,returning,north,vasteras,home,furniture,gift card,paid search,1,195.28,0.15,3,No,165.988
O2025774,2025-02-11,C1042,consumer,returning,north,uppsala,home,furniture,invoice,social,1,1035.63,0.075,5,No,957.9577500000001
O2025775,2025-06-07,C1032,consumer,returning,north,uppsala,home,kitchen,paypal,organic,1,111.67,0,6,No,111.67
O2025776,2025-03-04,C1149,consumer,returning,south,helsingborg,electronics,headphones,swish,direct,3,175.77,0.106,4,No,471.41514000000006
O2025777,2025-05-27,C1159,consumer,returning,south,malmo,fashion,jackets,invoice,organic,1,62.3,0.091,3,No,56.6307
O2025778,2025-06-21,C1042,consumer,returning,north,uppsala,fashion,jackets,card,social,1,241.29,0,1,No,241.29
O2025780,2025-11-19,C1085,small business,returning,west,halmstad,sports,outdoor,swish,social,2,293.76,0.043,2,No,562.25664
O2025781,2025-01-18,C1207,consumer,new,north,stockholm,electronics,headphones,swish,social,1,249.07,0.011,4,No,246.33023
O2025782,2025-07-24,C1007,consumer,returning,north,vasteras,home,furniture,swish,social,1,918.14,0.095,3,No,830.9167
O2025783,2025-08-05,C1233,corporate,returning,west,halmstad,electronics,tablet,card,email,1,563.65,0.306,4,No,391.1731
O2025784,2025-03-21,C1221,consumer,returning,west,halmstad,sports,fitness,card,direct,2,202.95,0.035,4,No,391.6935
O2025785,2025-06-21,C1183,small business,new,east,norrkoping,electronics,laptop,invoice,direct,2,1478.22,0.073,1,Yes,2740.61988
O2025786,2025-04-25,C1157,consumer,new,north,uppsala,home,lighting,swish,direct,1,133.92,0.01,4,No,132.58079999999998
O2025787,2025-10-07,C1026,small business,returning,south,malmo,fashion,accessories,invoice,organic,2,19.43,0.047,5,No,37.03358
O2025788,2025-02-04,C1146,corporate,new,north,uppsala,fashion,sportswear,invoice,organic,1,77.49,0.058,2,No,72.99557999999999
O2025789,2025-10-23,C1087,consumer,returning,west,halmstad,electronics,mobile,invoice,social,1,405.89,0.059,3,Yes,381.94249
O2025790,2025-09-28,C1133,small business,vip,north,vasteras,fashion,shoes,swish,social,1,107.55,0.021,2,No,105.29145
O2025791,2025-01-01,C1150,consumer,vip,east,norrkoping,electronics,tablet,invoice,social,2,683.39,0.097,5,No,1234.20234
O2025793,2025-10-15,C1018,small business,returning,west,goteborg,fashion,shoes,swish,email,1,113.35,0.125,4,No,99.18124999999999
O2025794,2025-08-19,C1053,consumer,new,west,boras,sports,team sports,gift card,organic,3,72.98,0.028,5,No,212.80968
O2025795,2025-11-08,C1120,small business,new,north,stockholm,fashion,jackets,swish,direct,1,163.04,0.134,3,No,141.19263999999998
O2025796,2025-12-05,C1107,consumer,vip,south,malmo,electronics,tablet,paypal,paid search,1,486.49,0.081,3,No,447.08431
O2025797,2025-08-21,C1172,corporate,returning,east,norrkoping,fashion,sportswear,swish,organic,1,53.57,0.028,2,No,52.07004
O2025798,2025-09-17,C1013,consumer,returning,west,halmstad,beauty,skincare,invoice,social,1,59.62,0.112,3,Yes,52.94256
O2025799,2025-05-05,C1147,consumer,returning,west,boras,fashion,sportswear,swish,social,1,71.49,0,6,No,71.49
O2025800,2025-10-13,C1168,consumer,new,east,orebro,fashion,jackets,card,paid search,1,168.32,0.058,3,No,158.55743999999999
O2025801,2025-05-25,C1077,consumer,new,north,stockholm,home,furniture,gift card,email,1,1184.36,0.1,5,No,1065.924
O2025802,2025-07-18,C1024,consumer,new,west,halmstad,electronics,headphones,paypal,direct,1,67.27,0.021,3,Yes,65.85732999999999
O2025803,2025-05-20,C1253,consumer,new,north,uppsala,electronics,tablet,card,social,1,644.27,0.037,4,No,620.43201
O2025804,2025-08-15,C1074,small business,new,east,linkoping,sports,team sports,card,direct,1,52.66,0,4,No,52.66
O2025805,2025-12-23,C1065,small business,new,north,uppsala,fashion,shoes,paypal,direct,3,98.89,0.001,1,Yes,296.37333
O2025806,2025-12-16,C1202,small business,returning,south,helsingborg,beauty,skincare,invoice,social,1,80.42,0,5,No,80.42
O2025809,2025-01-14,C1021,consumer,returning,north,stockholm,home,kitchen,paypal,paid search,1,98.75,0,5,No,98.75
O2025810,2025-07-17,C1062,consumer,vip,south,helsingborg,beauty,haircare,invoice,paid search,3,43.48,0.128,3,No,113.74368
O2025811,2025-06-08,C1136,consumer,returning,west,halmstad,beauty,skincare,card,organic,1,39.18,0,3,No,39.18
O2025812,2025-02-11,C1125,small business,returning,east,norrkoping,electronics,headphones,invoice,social,1,180.43,0.104,5,Yes,161.66528
O2025813,2025-01-04,C1164,corporate,returning,east,linkoping,fashion,jackets,card,paid search,2,189.37,0.042,8,Yes,362.83292
O2025814,2025-06-02,C1059,small business,new,north,vasteras,beauty,fragrance,swish,paid search,2,95.8,0.079,4,Yes,176.4636
O2025816,2025-03-26,C1179,consumer,returning,east,orebro,electronics,headphones,card,direct,1,161.5,0.078,3,No,148.90300000000002
O2025817,2025-12-11,C1110,corporate,returning,south,malmo,electronics,headphones,swish,organic,1,233.04,0,2,No,233.04
O2025818,2025-01-26,C1038,consumer,returning,north,stockholm,home,decor,gift card,affiliate,2,95.34,0.222,3,No,148.34904
O2025820,2025-08-11,C1132,corporate,returning,west,boras,electronics,laptop,card,affiliate,1,881.39,0.041,5,Yes,845.2530099999999
O2025821,2025-09-16,C1242,small business,new,east,linkoping,home,kitchen,swish,organic,1,62.68,0.092,6,No,56.91344
O2025822,2025-10-05,C1142,small business,returning,south,helsingborg,beauty,makeup,invoice,organic,1,43.69,0.092,4,No,39.670519999999996
O2025823,2025-07-17,C1149,consumer,returning,east,orebro,electronics,laptop,card,direct,1,1535.07,0.033,3,No,1484.4126899999999
O2025824,2025-06-03,C1191,consumer,new,south,lund,fashion,jackets,card,organic,1,156.59,0.143,5,No,134.19763
O2025825,2025-07-02,C1079,consumer,vip,east,linkoping,sports,cycling,card,affiliate,2,489.31,0.062,5,Yes,917.94556
O2025826,2025-12-04,C1169,consumer,returning,north,uppsala,electronics,laptop,gift card,social,2,1037.82,0,1,No,2075.64
O2025827,2025-11-28,C1209,consumer,returning,north,stockholm,home,kitchen,gift card,email,2,112.81,0.119,3,No,198.77122
O2025828,2025-08-10,C1167,small business,new,south,helsingborg,fashion,shoes,invoice,email,2,113.54,0.065,3,No,212.31980000000001
O2025829,2025-03-30,C1172,corporate,returning,east,norrkoping,beauty,haircare,card,email,3,37.38,0.007,3,No,111.35502000000001
O2025830,2025-02-18,C1013,consumer,returning,north,uppsala,beauty,makeup,invoice,paid search,2,54.06,0.07,2,No,100.5516
O2025831,2025-01-14,C1104,small business,returning,west,goteborg,sports,fitness,card,social,2,202.88,0.148,3,No,345.70752
O2025832,2025-04-26,C1211,consumer,new,north,uppsala,fashion,jackets,card,social,1,176.16,0.04,1,No,169.1136
O2025833,2025-08-30,C1160,consumer,new,east,orebro,electronics,mobile,card,social,1,530.7,0.021,6,No,519.5553
O2025834,2025-04-29,C1012,small business,returning,east,norrkoping,sports,fitness,card,social,1,153.53,0.063,4,No,143.85761000000002
O2025835,2025-09-24,C1112,small business,returning,north,stockholm,electronics,laptop,card,organic,2,923.45,0.024,3,No,1802.5744
O2025836,2025-12-08,C1237,small business,returning,south,malmo,fashion,shoes,card,paid search,1,139.27,0.075,5,No,128.82475000000002
O2025837,2025-05-21,C1179,consumer,returning,east,orebro,beauty,haircare,paypal,paid search,1,19.08,0.148,6,No,16.256159999999998
O2025838,2025-11-28,C1047,consumer,returning,east,norrkoping,electronics,headphones,card,email,2,192.69,0.094,6,No,349.15428000000003
O2025839,2025-07-21,C1195,consumer,returning,south,malmo,electronics,mobile,invoice,paid search,1,622.19,0.096,4,Yes,562.4597600000001
O2025840,2025-06-04,C1240,consumer,returning,south,lund,sports,fitness,swish,organic,1,195.24,0.071,2,No,181.37796000000003
O2025841,2025-02-24,C1215,consumer,returning,north,stockholm,electronics,laptop,paypal,organic,1,1284.47,0,3,Yes,1284.47
O2025842,2025-05-10,C1005,small business,returning,west,goteborg,fashion,sportswear,swish,paid search,1,82.31,0.084,2,No,75.39596
O2025843,2025-05-01,C1239,corporate,returning,south,helsingborg,electronics,headphones,invoice,social,1,353.93,0.057,5,No,333.75599
O2025844,2025-09-18,C1095,corporate,new,west,halmstad,beauty,skincare,invoice,email,1,75.6,0.119,1,No,66.6036
O2025845,2025-06-29,C1053,consumer,new,west,boras,fashion,accessories,card,social,1,36.18,0.078,3,Yes,33.35796
O2025846,2025-01-15,C1207,consumer,new,north,stockholm,electronics,headphones,card,email,2,212.55,0.088,2,No,387.69120000000004
O2025847,2025-10-21,C1059,small business,new,south,malmo,fashion,jackets,invoice,organic,1,211.97,0.058,4,No,199.67574
O2025848,2025-04-23,C1086,consumer,returning,south,helsingborg,sports,team sports,card,organic,1,42.24,0,7,No,42.24
O2025849,2025-07-23,C1037,consumer,vip,west,boras,electronics,headphones,invoice,organic,1,349.55,0.168,6,No,290.8256
O2025850,2025-01-04,C1151,consumer,returning,west,halmstad,electronics,laptop,card,organic,1,691.2,0.058,3,No,651.1104
O2025851,2025-05-15,C1155,corporate,new,south,helsingborg,beauty,haircare,card,email,2,55.85,0.162,1,Yes,93.6046
O2025852,2025-10-31,C1100,small business,new,west,goteborg,home,kitchen,swish,paid search,1,18.55,0.127,6,Yes,16.19415
O2025853,2025-09-14,C1078,small business,returning,south,helsingborg,home,furniture,invoice,social,1,388.94,0.032,5,No,376.49392
O2025854,2025-12-24,C1235,small business,returning,north,stockholm,sports,fitness,card,organic,1,320.23,0.069,1,No,298.13413
O2025855,2025-01-01,C1033,small business,returning,south,helsingborg,electronics,tablet,swish,social,1,375.62,0.055,2,No,354.9609
O2025856,2025-11-17,C1244,consumer,returning,west,boras,fashion,accessories,card,social,1,20.32,0,3,No,20.32
O2025857,2025-12-19,C1250,corporate,returning,north,uppsala,electronics,headphones,card,affiliate,1,153.6,0.105,3,No,137.472
O2025858,2025-01-09,C1122,corporate,new,east,orebro,fashion,sportswear,paypal,paid search,2,80.28,0.06,4,No,150.9264
O2025859,2025-04-19,C1027,small business,returning,north,stockholm,beauty,makeup,invoice,social,2,44.22,0.012,4,No,87.37872
O2025860,2025-04-24,C1098,small business,returning,west,halmstad,electronics,headphones,swish,affiliate,2,161.07,0.13,3,No,280.2618
O2025861,2025-08-29,C1173,corporate,new,west,halmstad,electronics,headphones,gift card,organic,2,184.86,0.045,1,No,353.0826
O2025862,2025-08-20,C1198,consumer,vip,south,helsingborg,sports,team sports,gift card,email,2,115.39,0.03,2,No,223.8566
O2025863,2025-06-09,C1077,consumer,new,north,stockholm,beauty,makeup,card,paid search,1,44.68,0.041,5,No,42.84812
O2025864,2025-01-04,C1085,small business,returning,west,halmstad,electronics,mobile,card,direct,1,429.24,0.035,4,Yes,414.21659999999997
O2025865,2025-06-29,C1125,small business,returning,east,norrkoping,fashion,jackets,card,organic,2,165.15,0.089,2,Yes,300.9033
O2025866,2025-03-18,C1174,consumer,returning,west,boras,electronics,headphones,invoice,social,1,205.97,0.05,3,No,195.67149999999998
O2025868,2025-10-16,C1205,small business,vip,south,malmo,beauty,fragrance,card,paid search,2,82.34,0.11,2,No,146.5652
O2025869,2025-09-26,C1178,consumer,vip,south,malmo,sports,outdoor,card,social,2,40.71,0.097,3,No,73.52226
O2025870,2025-04-08,C1180,corporate,returning,north,stockholm,home,decor,card,organic,1,100.91,0,4,No,100.91
O2025871,2025-05-24,C1025,consumer,returning,north,uppsala,fashion,shoes,invoice,paid search,2,101.03,0.133,4,No,175.18602
O2025872,2025-10-23,C1109,small business,returning,south,helsingborg,home,furniture,invoice,organic,1,602.36,0,6,No,602.36
O2025873,2025-07-09,C1000,small business,returning,west,boras,sports,team sports,swish,social,2,136.19,0.019,4,Yes,267.20477999999997
O2025874,2025-02-07,C1093,small business,returning,west,boras,sports,outdoor,swish,organic,1,202.34,0.076,1,No,186.96216
O2025875,2025-05-03,C1259,consumer,returning,north,stockholm,home,furniture,card,email,2,940.48,0.145,3,No,1608.2208
O2025876,2025-04-25,C1193,corporate,returning,north,uppsala,sports,team sports,card,email,1,87.67,0.067,4,No,81.79611000000001
O2025877,2025-02-12,C1017,small business,returning,west,goteborg,home,lighting,card,affiliate,1,189.98,0.055,2,No,179.53109999999998
O2025878,2025-06-04,C1076,consumer,new,north,uppsala,electronics,laptop,gift card,organic,1,1484.91,0.026,1,No,1446.30234
O2025879,2025-09-15,C1248,consumer,new,west,boras,electronics,laptop,card,organic,2,804.8,0.041,3,No,1543.6064
O2025880,2025-11-21,C1212,corporate,new,south,malmo,sports,fitness,card,direct,1,175.96,0,2,No,175.96
O2025881,2025-05-10,C1225,small business,returning,north,stockholm,fashion,jackets,invoice,organic,2,176.81,0,1,No,353.62
O2025882,2025-02-14,C1020,consumer,returning,east,linkoping,fashion,sportswear,invoice,affiliate,4,83.86,0.066,2,No,313.30096
O2025883,2025-07-10,C1000,small business,returning,east,linkoping,electronics,laptop,invoice,affiliate,2,1151.83,0.105,6,No,2061.7756999999997
O2025884,2025-05-16,C1138,consumer,new,south,lund,home,decor,card,direct,1,79.73,0,5,No,79.73
O2025885,2025-06-20,C1141,small business,returning,south,malmo,home,kitchen,swish,paid search,1,91.05,0.111,4,No,80.94345
O2025886,2025-10-30,C1081,consumer,returning,north,stockholm,sports,cycling,swish,organic,2,606.66,0,1,No,1213.32
O2025887,2025-05-13,C1113,small business,returning,south,lund,beauty,haircare,swish,organic,1,44.54,0.057,2,No,42.001219999999996
O2025888,2025-03-27,C1245,consumer,returning,west,boras,fashion,sportswear,invoice,email,2,93.02,0.257,3,Yes,138.22772
O2025889,2025-01-08,C1136,consumer,returning,west,halmstad,fashion,accessories,card,paid search,1,48.22,0.084,3,No,44.16952
O2025890,2025-07-31,C1241,consumer,vip,south,lund,fashion,sportswear,card,social,1,63.04,0.122,3,Yes,55.34912
O2025891,2025-08-02,C1177,small business,returning,east,linkoping,beauty,haircare,swish,organic,1,9.75,0.057,2,No,9.19425
O2025892,2025-07-30,C1068,consumer,new,east,linkoping,fashion,jackets,card,social,2,214.3,0.04,4,No,411.456
O2025893,2025-02-10,C1197,consumer,vip,north,uppsala,home,kitchen,card,paid search,2,141.11,0.117,3,No,249.20026000000001
O2025894,2025-12-12,C1141,small business,returning,east,orebro,electronics,mobile,swish,direct,1,616.91,0,2,No,616.91
O2025895,2025-11-06,C1137,consumer,new,west,boras,home,lighting,swish,organic,3,183.01,0.04,3,No,527.0688
O2025896,2025-08-17,C1245,consumer,returning,west,halmstad,home,furniture,swish,social,1,390.14,0.043,5,No,373.36397999999997
O2025897,2025-06-13,C1112,small business,returning,north,stockholm,beauty,skincare,card,social,1,68.47,0.035,3,Yes,66.07355
O2025898,2025-12-22,C1073,small business,new,north,vasteras,home,lighting,paypal,paid search,1,193.59,0.162,5,No,162.22842
O2025899,2025-10-21,C1171,small business,returning,west,halmstad,home,decor,swish,social,1,50,0,5,Yes,50
O2025900,2025-01-20,C1138,consumer,new,south,lund,sports,team sports,card,direct,1,80.06,0.085,3,No,73.2549
O2025901,2025-06-15,C1247,corporate,returning,west,goteborg,sports,fitness,gift card,paid search,1,212.64,0.049,5,No,202.22063999999997
O2025902,2025-01-07,C1034,small business,returning,south,helsingborg,sports,fitness,invoice,social,1,319.74,0.063,3,No,299.59638
O2025903,2025-02-27,C1211,consumer,new,north,uppsala,home,furniture,invoice,email,2,451.67,0.148,3,No,769.64568
O2025904,2025-03-20,C1241,consumer,vip,west,boras,home,lighting,card,affiliate,1,109.76,0.124,5,No,96.14976
O2025905,2025-09-05,C1163,corporate,returning,west,boras,electronics,headphones,invoice,paid search,1,108.87,0.032,3,No,105.38616
O2025906,2025-10-31,C1144,consumer,returning,north,uppsala,fashion,accessories,card,social,1,36.41,0.037,1,No,35.06283
O2025907,2025-04-03,C1177,small business,returning,east,linkoping,beauty,haircare,invoice,affiliate,1,23.29,0.109,3,No,20.75139
O2025908,2025-02-20,C1222,consumer,returning,east,linkoping,electronics,mobile,paypal,social,2,147.34,0.023,6,Yes,287.90236
O2025909,2025-07-01,C1097,consumer,vip,east,orebro,beauty,fragrance,card,direct,1,118.37,0.2,4,No,94.69600000000001
O2025910,2025-10-08,C1047,consumer,returning,east,norrkoping,sports,cycling,invoice,direct,1,806.6,0.076,2,No,745.2984
O2025911,2025-09-23,C1016,consumer,returning,north,stockholm,fashion,accessories,invoice,social,1,20.39,0.072,4,No,18.92192
O2025912,2025-03-02,C1219,consumer,new,west,goteborg,sports,cycling,invoice,direct,2,771.89,0.072,1,No,1432.62784
O2025914,2025-06-12,C1041,consumer,returning,south,lund,sports,outdoor,invoice,organic,4,167.15,0.064,3,No,625.8095999999999
O2025915,2025-08-27,C1026,small business,returning,south,malmo,sports,team sports,invoice,paid search,2,113.62,0.07,5,No,211.3332
O2025916,2025-04-17,C1175,corporate,returning,west,halmstad,sports,outdoor,swish,paid search,2,122.84,0.156,1,No,207.35392
O2025917,2025-09-25,C1227,consumer,new,north,stockholm,electronics,headphones,invoice,paid search,1,136.55,0.069,2,No,127.12805000000002
O2025918,2025-03-23,C1203,small business,returning,east,orebro,sports,outdoor,invoice,direct,1,207.49,0.058,3,No,195.45558
O2025919,2025-11-11,C1113,small business,returning,south,lund,electronics,laptop,card,social,1,1075.23,0.061,6,No,1009.64097
O2025920,2025-08-13,C1184,small business,returning,north,vasteras,beauty,skincare,swish,social,4,45.26,0.052,3,Yes,171.62591999999998
O2025921,2025-04-24,C1184,small business,returning,north,vasteras,home,kitchen,card,social,1,103.57,0,4,Yes,103.57
O2025922,2025-06-19,C1133,small business,vip,north,vasteras,fashion,sportswear,card,paid search,1,38.65,0.088,2,No,35.2488
O2025923,2025-07-21,C1046,corporate,new,north,stockholm,fashion,accessories,card,direct,1,36.81,0.007,1,No,36.552330000000005
O2025924,2025-11-03,C1011,small business,returning,east,linkoping,home,decor,card,affiliate,1,88.81,0.036,6,No,85.61284
O2025925,2025-09-23,C1038,consumer,returning,north,stockholm,beauty,skincare,invoice,paid search,2,47.67,0.077,5,No,87.99882000000001
O2025926,2025-06-23,C1017,small business,returning,north,stockholm,beauty,makeup,invoice,organic,1,55.74,0.081,4,No,51.225060000000006
O2025927,2025-10-25,C1102,small business,returning,west,goteborg,home,lighting,invoice,paid search,1,187.26,0.054,3,No,177.14795999999998
O2025928,2025-08-19,C1243,consumer,returning,east,linkoping,fashion,accessories,swish,organic,2,34.26,0.018,4,No,67.28663999999999
O2025929,2025-04-21,C1254,small business,returning,east,orebro,electronics,tablet,swish,social,1,497.71,0.022,6,No,486.76038
O2025930,2025-01-17,C1197,consumer,vip,north,stockholm,home,decor,card,social,1,117.91,0.069,4,No,109.77421
O2025931,2025-02-16,C1063,consumer,returning,east,linkoping,electronics,headphones,invoice,affiliate,1,132.34,0.127,5,No,115.53282
O2025932,2025-11-27,C1064,consumer,vip,north,uppsala,home,decor,invoice,social,1,106.61,0.141,4,No,91.57799
O2025933,2025-05-01,C1054,consumer,vip,north,stockholm,home,furniture,card,direct,1,476.03,0.135,3,No,411.76595
O2025934,2025-01-13,C1161,small business,returning,west,boras,home,lighting,card,social,1,208.31,0.082,5,No,191.22858000000002
O2025935,2025-01-27,C1135,consumer,returning,north,stockholm,home,lighting,invoice,direct,1,248.6,0.05,6,No,236.17
O2025936,2025-01-23,C1080,consumer,new,north,vasteras,electronics,headphones,card,organic,1,79.42,0.025,3,No,77.4345
O2025937,2025-04-25,C1245,consumer,returning,west,halmstad,fashion,sportswear,gift card,direct,2,98.46,0.078,1,No,181.56024
O2025938,2025-02-07,C1000,small business,returning,east,linkoping,fashion,shoes,invoice,organic,1,86,0.068,4,No,80.152
O2025939,2025-09-19,C1036,consumer,new,north,stockholm,sports,outdoor,swish,organic,1,163.91,0.119,3,No,144.40471
O2025940,2025-02-07,C1171,small business,returning,west,halmstad,fashion,accessories,swish,direct,3,35.93,0.069,5,No,100.35249
O2025941,2025-06-15,C1256,consumer,new,north,uppsala,sports,team sports,invoice,direct,3,150.2,0,4,No,450.59999999999997
O2025942,2025-12-12,C1048,consumer,vip,north,uppsala,sports,team sports,invoice,direct,1,100.41,0.137,4,No,86.65383
O2025943,2025-07-15,C1201,consumer,returning,west,halmstad,fashion,sportswear,invoice,organic,1,112.16,0.001,2,No,112.04784
O2025944,2025-05-05,C1039,consumer,returning,north,vasteras,sports,team sports,invoice,direct,1,8,0.112,2,No,7.104
O2025946,2025-10-19,C1192,corporate,returning,west,goteborg,sports,cycling,paypal,paid search,1,667.38,0.041,4,No,640.01742
O2025947,2025-08-25,C1061,small business,returning,north,vasteras,home,decor,paypal,paid search,1,94.03,0.046,4,No,89.70461999999999
O2025948,2025-08-27,C1186,corporate,returning,east,norrkoping,beauty,makeup,invoice,direct,1,50.46,0,5,No,50.46
O2025949,2025-06-09,C1118,corporate,new,north,uppsala,beauty,makeup,invoice,email,1,9.94,0.08,3,No,9.1448
O2025950,2025-12-19,C1033,small business,returning,south,helsingborg,electronics,laptop,card,email,1,791.06,0.038,6,No,760.9997199999999
O2025951,2025-08-28,C1243,consumer,returning,east,linkoping,home,kitchen,card,organic,1,109.65,0.046,6,No,104.6061
O2025952,2025-07-30,C1158,corporate,new,north,stockholm,electronics,laptop,card,direct,2,871.39,0.024,4,No,1700.95328
O2025953,2025-09-05,C1195,consumer,returning,south,malmo,sports,cycling,swish,direct,2,510.06,0.021,2,No,998.69748
O2025957,2025-04-28,C1175,corporate,returning,east,norrkoping,home,kitchen,card,affiliate,1,45.19,0.087,6,No,41.25847
O2025958,2025-05-09,C1203,small business,returning,east,orebro,beauty,haircare,card,email,1,29.34,0.045,4,No,28.0197
O2025959,2025-11-27,C1109,small business,returning,south,helsingborg,electronics,headphones,card,organic,1,157.13,0.129,4,No,136.86023
O2025960,2025-01-05,C1009,consumer,returning,south,helsingborg,beauty,haircare,card,social,1,45.66,0.068,3,No,42.555119999999995
O2025961,2025-03-09,C1215,consumer,returning,north,stockholm,sports,fitness,swish,social,2,269.73,0.085,1,No,493.6059000000001
O2025962,2025-10-18,C1110,corporate,returning,east,norrkoping,beauty,fragrance,paypal,social,1,70.11,0.065,5,No,65.55285
O2025963,2025-08-07,C1093,small business,returning,west,boras,home,decor,invoice,social,1,103.36,0.043,2,Yes,98.91552
O2025964,2025-04-03,C1045,small business,returning,north,uppsala,electronics,tablet,card,organic,1,517.37,0.08,3,No,475.98040000000003
O2025966,2025-06-19,C1136,consumer,returning,west,halmstad,home,kitchen,card,organic,1,185.05,0.03,3,No,179.4985
O2025967,2025-08-25,C1117,small business,returning,east,orebro,electronics,tablet,swish,paid search,1,695.37,0,5,No,695.37
O2025968,2025-10-29,C1222,consumer,returning,east,linkoping,fashion,shoes,invoice,organic,2,74.94,0.04,4,No,143.88479999999998
O2025969,2025-02-02,C1202,small business,returning,south,helsingborg,electronics,headphones,invoice,email,1,211.66,0.086,5,No,193.45724
O2025970,2025-06-23,C1121,small business,returning,north,stockholm,electronics,headphones,card,social,1,127.13,0.006,4,No,126.36721999999999
O2025971,2025-02-25,C1249,corporate,returning,west,goteborg,electronics,tablet,card,email,1,554.22,0.17,5,No,460.0026
O2025972,2025-05-09,C1176,small business,returning,north,stockholm,home,furniture,card,paid search,2,1063.24,0.144,3,No,1820.26688
O2025974,2025-09-24,C1044,consumer,returning,north,stockholm,home,lighting,card,organic,2,170.87,0,3,No,341.74
O2025975,2025-11-17,C1027,small business,returning,north,stockholm,home,furniture,card,email,1,430.02,0.096,8,Yes,388.73807999999997
O2025976,2025-01-06,C1049,consumer,vip,north,uppsala,electronics,laptop,gift card,social,2,1625.78,0.1,3,Yes,2926.404
O2025977,2025-07-27,C1009,consumer,returning,south,helsingborg,fashion,accessories,card,organic,1,61.3,0.023,2,No,59.8901
O2025979,2025-01-20,C1085,small business,returning,west,halmstad,beauty,skincare,invoice,email,1,52.32,0.135,4,No,45.2568
O2025980,2025-06-18,C1164,corporate,returning,east,linkoping,electronics,headphones,card,organic,1,129.97,0.05,5,No,123.47149999999999
O2025981,2025-06-08,C1014,consumer,new,north,vasteras,electronics,laptop,card,email,1,1023.14,0.124,2,Yes,896.27064
O2025982,2025-06-14,C1075,consumer,vip,north,stockholm,fashion,sportswear,swish,social,1,53.08,0.051,2,No,50.37291999999999
O2025983,2025-09-14,C1249,corporate,returning,west,goteborg,electronics,tablet,swish,email,1,787.41,0.017,4,No,774.0240299999999
O2025984,2025-01-16,C1040,consumer,returning,east,linkoping,beauty,haircare,swish,paid search,2,35.79,0.049,7,Yes,68.07258
O2025985,2025-07-17,C1169,consumer,returning,north,uppsala,electronics,laptop,paypal,organic,2,1039.02,0.042,3,No,1990.7623199999998
O2025986,2025-09-10,C1039,consumer,returning,north,vasteras,fashion,sportswear,paypal,social,1,69.04,0.097,3,No,62.343120000000006
O2025988,2025-10-15,C1161,small business,returning,north,vasteras,electronics,mobile,swish,paid search,1,348.56,0.049,3,No,331.48055999999997
O2025989,2025-11-24,C1050,consumer,returning,east,linkoping,home,lighting,card,organic,1,198,0.052,6,No,187.70399999999998
O2025990,2025-09-11,C1207,consumer,new,north,stockholm,fashion,jackets,invoice,email,1,123.77,0.173,1,Yes,102.35779
O2025991,2025-08-16,C1002,small business,new,south,lund,electronics,headphones,card,social,1,207.95,0.044,1,No,198.8002
O2025992,2025-06-12,C1102,small business,returning,west,goteborg,fashion,sportswear,invoice,email,1,94.05,0.104,3,No,84.2688
O2025993,2025-06-21,C1079,consumer,vip,east,linkoping,electronics,tablet,card,direct,1,436.84,0.147,6,No,372.62451999999996
O2025994,2025-08-24,C1014,consumer,new,north,vasteras,electronics,headphones,swish,social,1,149.63,0.086,3,Yes,136.76182
O2025995,2025-11-24,C1207,consumer,new,north,stockholm,home,decor,swish,affiliate,1,74.55,0.059,3,No,70.15155
O2025996,2025-09-18,C1220,consumer,returning,west,halmstad,sports,team sports,card,social,1,87.32,0.001,3,No,87.23267999999999
O2025997,2025-08-04,C1243,consumer,returning,east,linkoping,electronics,headphones,paypal,paid search,2,294.1,0.039,6,No,565.2602
O2025998,2025-05-27,C1039,consumer,returning,north,vasteras,fashion,accessories,gift card,affiliate,1,65.29,0.025,3,No,63.65775000000001
O2026000,2025-03-02,C1252,corporate,returning,north,uppsala,electronics,tablet,paypal,organic,1,580.35,0.068,3,No,540.8862
